Part_ID,Session,Group,Grade,Age,Months,SPA_Score,ENG_Score,Langs,BESA_Score,Task,Item,Accuracy,Accuracy_Clit_Gen,Accuracy_Clit_Num,Accuracy_DP_Gen,Accuracy_DP_Num,Questions,Initial_Response,Error_Type,Structure,Gender,Number,Verb,Verb_Freq,Verb_Type,Home_Lang_Group,HL_DOM,HL_Gender,HL_Subj,BESA_Std,Speaker_Group,Age_Group,Total_Score,SPA_Pct,Verb_Freq_Std,Lang_Group,Interface,Timing,Months_Std
H27,1,L2L 4th/5th,5,11,133,3,6,4,8,Forced Choice,FCT-02,1,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,ver,1611795,Irregular,Japanese,Yes,No,No,0.6837369865667673,L2L,4th/5th grade,9,0.3333333333333333,0.9510218535008612,L2L,No,Late,NA
H27,1,L2L 4th/5th,5,11,133,3,6,4,8,Forced Choice,FCT-06,0,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,hacer,2726954,Irregular,Japanese,Yes,No,No,0.6837369865667673,L2L,4th/5th grade,9,0.3333333333333333,2.2603346453747495,L2L,No,Late,NA
H27,1,L2L 4th/5th,5,11,133,3,6,4,8,Forced Choice,FCT-10,0,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,comer,213756,Regular,Japanese,Yes,No,No,0.6837369865667673,L2L,4th/5th grade,9,0.3333333333333333,-0.6904215157752501,L2L,No,Late,NA
H27,1,L2L 4th/5th,5,11,133,3,6,4,8,Forced Choice,FCT-14,1,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,ir,603647,Irregular,Japanese,Yes,No,No,0.6837369865667673,L2L,4th/5th grade,9,0.3333333333333333,-0.23264888089851757,L2L,No,Late,NA
H27,1,L2L 4th/5th,5,11,133,3,6,4,8,Forced Choice,FCT-18,0,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,abrir,143932,Regular,Japanese,Yes,No,No,0.6837369865667673,L2L,4th/5th grade,9,0.3333333333333333,-0.772402162821817,L2L,No,Late,NA
H27,1,L2L 4th/5th,5,11,133,3,6,4,8,Forced Choice,FCT-22,0,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,poner,514285,Irregular,Japanese,Yes,No,No,0.6837369865667673,L2L,4th/5th grade,9,0.3333333333333333,-0.3375691745135397,L2L,No,Late,NA
H27,1,L2L 4th/5th,5,11,133,3,6,4,8,Forced Choice,FCT-26,0,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,escribir,265684,Regular,Japanese,Yes,No,No,0.6837369865667673,L2L,4th/5th grade,9,0.3333333333333333,-0.6294526363092482,L2L,No,Late,NA
H27,1,L2L 4th/5th,5,11,133,3,6,4,8,Forced Choice,FCT-28,1,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,salir,334324,Irregular,Japanese,Yes,No,No,0.6837369865667673,L2L,4th/5th grade,9,0.3333333333333333,-0.5488621285572381,L2L,No,Late,NA
H28,1,L2L 4th/5th,5,NA,139,2,4,NA,8,Forced Choice,FCT-02,0,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,ver,1611795,Irregular,"French, Turkish",Yes,Yes,Yes,0.6837369865667673,L2L,4th/5th grade,6,0.3333333333333333,0.9510218535008612,L2L,No,Late,NA
H28,1,L2L 4th/5th,5,NA,139,2,4,NA,8,Forced Choice,FCT-06,0,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,hacer,2726954,Irregular,"French, Turkish",Yes,Yes,Yes,0.6837369865667673,L2L,4th/5th grade,6,0.3333333333333333,2.2603346453747495,L2L,No,Late,NA
H28,1,L2L 4th/5th,5,NA,139,2,4,NA,8,Forced Choice,FCT-10,1,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,comer,213756,Regular,"French, Turkish",Yes,Yes,Yes,0.6837369865667673,L2L,4th/5th grade,6,0.3333333333333333,-0.6904215157752501,L2L,No,Late,NA
H28,1,L2L 4th/5th,5,NA,139,2,4,NA,8,Forced Choice,FCT-14,0,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,ir,603647,Irregular,"French, Turkish",Yes,Yes,Yes,0.6837369865667673,L2L,4th/5th grade,6,0.3333333333333333,-0.23264888089851757,L2L,No,Late,NA
H28,1,L2L 4th/5th,5,NA,139,2,4,NA,8,Forced Choice,FCT-18,1,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,abrir,143932,Regular,"French, Turkish",Yes,Yes,Yes,0.6837369865667673,L2L,4th/5th grade,6,0.3333333333333333,-0.772402162821817,L2L,No,Late,NA
H28,1,L2L 4th/5th,5,NA,139,2,4,NA,8,Forced Choice,FCT-22,1,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,poner,514285,Irregular,"French, Turkish",Yes,Yes,Yes,0.6837369865667673,L2L,4th/5th grade,6,0.3333333333333333,-0.3375691745135397,L2L,No,Late,NA
H28,1,L2L 4th/5th,5,NA,139,2,4,NA,8,Forced Choice,FCT-26,1,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,escribir,265684,Regular,"French, Turkish",Yes,Yes,Yes,0.6837369865667673,L2L,4th/5th grade,6,0.3333333333333333,-0.6294526363092482,L2L,No,Late,NA
H28,1,L2L 4th/5th,5,NA,139,2,4,NA,8,Forced Choice,FCT-28,1,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,salir,334324,Irregular,"French, Turkish",Yes,Yes,Yes,0.6837369865667673,L2L,4th/5th grade,6,0.3333333333333333,-0.5488621285572381,L2L,No,Late,NA
H29,1,L2L 4th/5th,5,11,138,3,3,3,7,Forced Choice,FCT-02,0,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,ver,1611795,Irregular,"Ukrainian, Russian",Yes,Yes,Yes,0.08546712332084612,L2L,4th/5th grade,6,0.5,0.9510218535008612,L2L,No,Late,NA
H29,1,L2L 4th/5th,5,11,138,3,3,3,7,Forced Choice,FCT-06,0,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,hacer,2726954,Irregular,"Ukrainian, Russian",Yes,Yes,Yes,0.08546712332084612,L2L,4th/5th grade,6,0.5,2.2603346453747495,L2L,No,Late,NA
H29,1,L2L 4th/5th,5,11,138,3,3,3,7,Forced Choice,FCT-10,0,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,comer,213756,Regular,"Ukrainian, Russian",Yes,Yes,Yes,0.08546712332084612,L2L,4th/5th grade,6,0.5,-0.6904215157752501,L2L,No,Late,NA
H29,1,L2L 4th/5th,5,11,138,3,3,3,7,Forced Choice,FCT-14,0,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,ir,603647,Irregular,"Ukrainian, Russian",Yes,Yes,Yes,0.08546712332084612,L2L,4th/5th grade,6,0.5,-0.23264888089851757,L2L,No,Late,NA
H29,1,L2L 4th/5th,5,11,138,3,3,3,7,Forced Choice,FCT-18,0,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,abrir,143932,Regular,"Ukrainian, Russian",Yes,Yes,Yes,0.08546712332084612,L2L,4th/5th grade,6,0.5,-0.772402162821817,L2L,No,Late,NA
H29,1,L2L 4th/5th,5,11,138,3,3,3,7,Forced Choice,FCT-22,1,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,poner,514285,Irregular,"Ukrainian, Russian",Yes,Yes,Yes,0.08546712332084612,L2L,4th/5th grade,6,0.5,-0.3375691745135397,L2L,No,Late,NA
H29,1,L2L 4th/5th,5,11,138,3,3,3,7,Forced Choice,FCT-26,1,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,escribir,265684,Regular,"Ukrainian, Russian",Yes,Yes,Yes,0.08546712332084612,L2L,4th/5th grade,6,0.5,-0.6294526363092482,L2L,No,Late,NA
H29,1,L2L 4th/5th,5,11,138,3,3,3,7,Forced Choice,FCT-28,1,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,salir,334324,Irregular,"Ukrainian, Russian",Yes,Yes,Yes,0.08546712332084612,L2L,4th/5th grade,6,0.5,-0.5488621285572381,L2L,No,Late,NA
H30,1,L2L 4th/5th,5,NA,140,2,5,NA,6,Forced Choice,FCT-02,1,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,ver,1611795,Irregular,L2 learner,L2,L2,L2,-0.5128027399250751,L2L,4th/5th grade,7,0.2857142857142857,0.9510218535008612,L2L,No,Late,NA
H30,1,L2L 4th/5th,5,NA,140,2,5,NA,6,Forced Choice,FCT-06,0,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,hacer,2726954,Irregular,L2 learner,L2,L2,L2,-0.5128027399250751,L2L,4th/5th grade,7,0.2857142857142857,2.2603346453747495,L2L,No,Late,NA
H30,1,L2L 4th/5th,5,NA,140,2,5,NA,6,Forced Choice,FCT-10,0,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,comer,213756,Regular,L2 learner,L2,L2,L2,-0.5128027399250751,L2L,4th/5th grade,7,0.2857142857142857,-0.6904215157752501,L2L,No,Late,NA
H30,1,L2L 4th/5th,5,NA,140,2,5,NA,6,Forced Choice,FCT-14,0,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,ir,603647,Irregular,L2 learner,L2,L2,L2,-0.5128027399250751,L2L,4th/5th grade,7,0.2857142857142857,-0.23264888089851757,L2L,No,Late,NA
H30,1,L2L 4th/5th,5,NA,140,2,5,NA,6,Forced Choice,FCT-18,1,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,abrir,143932,Regular,L2 learner,L2,L2,L2,-0.5128027399250751,L2L,4th/5th grade,7,0.2857142857142857,-0.772402162821817,L2L,No,Late,NA
H30,1,L2L 4th/5th,5,NA,140,2,5,NA,6,Forced Choice,FCT-22,1,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,poner,514285,Irregular,L2 learner,L2,L2,L2,-0.5128027399250751,L2L,4th/5th grade,7,0.2857142857142857,-0.3375691745135397,L2L,No,Late,NA
H30,1,L2L 4th/5th,5,NA,140,2,5,NA,6,Forced Choice,FCT-26,0,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,escribir,265684,Regular,L2 learner,L2,L2,L2,-0.5128027399250751,L2L,4th/5th grade,7,0.2857142857142857,-0.6294526363092482,L2L,No,Late,NA
H30,1,L2L 4th/5th,5,NA,140,2,5,NA,6,Forced Choice,FCT-28,1,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,salir,334324,Irregular,L2 learner,L2,L2,L2,-0.5128027399250751,L2L,4th/5th grade,7,0.2857142857142857,-0.5488621285572381,L2L,No,Late,NA
H31,1,L2L 4th/5th,5,NA,131,2,5,NA,8,Forced Choice,FCT-02,1,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,ver,1611795,Irregular,L2 learner,L2,L2,L2,0.6837369865667673,L2L,4th/5th grade,7,0.2857142857142857,0.9510218535008612,L2L,No,Late,NA
H31,1,L2L 4th/5th,5,NA,131,2,5,NA,8,Forced Choice,FCT-06,0,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,hacer,2726954,Irregular,L2 learner,L2,L2,L2,0.6837369865667673,L2L,4th/5th grade,7,0.2857142857142857,2.2603346453747495,L2L,No,Late,NA
H31,1,L2L 4th/5th,5,NA,131,2,5,NA,8,Forced Choice,FCT-10,1,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,comer,213756,Regular,L2 learner,L2,L2,L2,0.6837369865667673,L2L,4th/5th grade,7,0.2857142857142857,-0.6904215157752501,L2L,No,Late,NA
H31,1,L2L 4th/5th,5,NA,131,2,5,NA,8,Forced Choice,FCT-14,1,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,ir,603647,Irregular,L2 learner,L2,L2,L2,0.6837369865667673,L2L,4th/5th grade,7,0.2857142857142857,-0.23264888089851757,L2L,No,Late,NA
H31,1,L2L 4th/5th,5,NA,131,2,5,NA,8,Forced Choice,FCT-18,1,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,abrir,143932,Regular,L2 learner,L2,L2,L2,0.6837369865667673,L2L,4th/5th grade,7,0.2857142857142857,-0.772402162821817,L2L,No,Late,NA
H31,1,L2L 4th/5th,5,NA,131,2,5,NA,8,Forced Choice,FCT-22,1,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,poner,514285,Irregular,L2 learner,L2,L2,L2,0.6837369865667673,L2L,4th/5th grade,7,0.2857142857142857,-0.3375691745135397,L2L,No,Late,NA
H31,1,L2L 4th/5th,5,NA,131,2,5,NA,8,Forced Choice,FCT-26,0,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,escribir,265684,Regular,L2 learner,L2,L2,L2,0.6837369865667673,L2L,4th/5th grade,7,0.2857142857142857,-0.6294526363092482,L2L,No,Late,NA
H31,1,L2L 4th/5th,5,NA,131,2,5,NA,8,Forced Choice,FCT-28,1,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,salir,334324,Irregular,L2 learner,L2,L2,L2,0.6837369865667673,L2L,4th/5th grade,7,0.2857142857142857,-0.5488621285572381,L2L,No,Late,NA
H32,1,L2L 4th/5th,5,NA,130,1,5,NA,8,Forced Choice,FCT-02,1,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,ver,1611795,Irregular,Russian,No,Yes,Yes,0.6837369865667673,L2L,4th/5th grade,6,0.16666666666666666,0.9510218535008612,L2L,No,Late,NA
H32,1,L2L 4th/5th,5,NA,130,1,5,NA,8,Forced Choice,FCT-06,0,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,hacer,2726954,Irregular,Russian,No,Yes,Yes,0.6837369865667673,L2L,4th/5th grade,6,0.16666666666666666,2.2603346453747495,L2L,No,Late,NA
H32,1,L2L 4th/5th,5,NA,130,1,5,NA,8,Forced Choice,FCT-10,0,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,comer,213756,Regular,Russian,No,Yes,Yes,0.6837369865667673,L2L,4th/5th grade,6,0.16666666666666666,-0.6904215157752501,L2L,No,Late,NA
H32,1,L2L 4th/5th,5,NA,130,1,5,NA,8,Forced Choice,FCT-14,1,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,ir,603647,Irregular,Russian,No,Yes,Yes,0.6837369865667673,L2L,4th/5th grade,6,0.16666666666666666,-0.23264888089851757,L2L,No,Late,NA
H32,1,L2L 4th/5th,5,NA,130,1,5,NA,8,Forced Choice,FCT-18,0,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,abrir,143932,Regular,Russian,No,Yes,Yes,0.6837369865667673,L2L,4th/5th grade,6,0.16666666666666666,-0.772402162821817,L2L,No,Late,NA
H32,1,L2L 4th/5th,5,NA,130,1,5,NA,8,Forced Choice,FCT-22,0,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,poner,514285,Irregular,Russian,No,Yes,Yes,0.6837369865667673,L2L,4th/5th grade,6,0.16666666666666666,-0.3375691745135397,L2L,No,Late,NA
H32,1,L2L 4th/5th,5,NA,130,1,5,NA,8,Forced Choice,FCT-26,0,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,escribir,265684,Regular,Russian,No,Yes,Yes,0.6837369865667673,L2L,4th/5th grade,6,0.16666666666666666,-0.6294526363092482,L2L,No,Late,NA
H32,1,L2L 4th/5th,5,NA,130,1,5,NA,8,Forced Choice,FCT-28,1,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,salir,334324,Irregular,Russian,No,Yes,Yes,0.6837369865667673,L2L,4th/5th grade,6,0.16666666666666666,-0.5488621285572381,L2L,No,Late,NA
H34,1,L2L 4th/5th,5,11,132,2,4,3,8,Forced Choice,FCT-02,1,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,ver,1611795,Irregular,Sinhala,Yes,Yes,Yes,0.6837369865667673,L2L,4th/5th grade,6,0.3333333333333333,0.9510218535008612,L2L,No,Late,NA
H34,1,L2L 4th/5th,5,11,132,2,4,3,8,Forced Choice,FCT-06,1,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,hacer,2726954,Irregular,Sinhala,Yes,Yes,Yes,0.6837369865667673,L2L,4th/5th grade,6,0.3333333333333333,2.2603346453747495,L2L,No,Late,NA
H34,1,L2L 4th/5th,5,11,132,2,4,3,8,Forced Choice,FCT-10,0,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,comer,213756,Regular,Sinhala,Yes,Yes,Yes,0.6837369865667673,L2L,4th/5th grade,6,0.3333333333333333,-0.6904215157752501,L2L,No,Late,NA
H34,1,L2L 4th/5th,5,11,132,2,4,3,8,Forced Choice,FCT-14,0,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,ir,603647,Irregular,Sinhala,Yes,Yes,Yes,0.6837369865667673,L2L,4th/5th grade,6,0.3333333333333333,-0.23264888089851757,L2L,No,Late,NA
H34,1,L2L 4th/5th,5,11,132,2,4,3,8,Forced Choice,FCT-18,0,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,abrir,143932,Regular,Sinhala,Yes,Yes,Yes,0.6837369865667673,L2L,4th/5th grade,6,0.3333333333333333,-0.772402162821817,L2L,No,Late,NA
H34,1,L2L 4th/5th,5,11,132,2,4,3,8,Forced Choice,FCT-22,0,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,poner,514285,Irregular,Sinhala,Yes,Yes,Yes,0.6837369865667673,L2L,4th/5th grade,6,0.3333333333333333,-0.3375691745135397,L2L,No,Late,NA
H34,1,L2L 4th/5th,5,11,132,2,4,3,8,Forced Choice,FCT-26,0,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,escribir,265684,Regular,Sinhala,Yes,Yes,Yes,0.6837369865667673,L2L,4th/5th grade,6,0.3333333333333333,-0.6294526363092482,L2L,No,Late,NA
H34,1,L2L 4th/5th,5,11,132,2,4,3,8,Forced Choice,FCT-28,1,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,salir,334324,Irregular,Sinhala,Yes,Yes,Yes,0.6837369865667673,L2L,4th/5th grade,6,0.3333333333333333,-0.5488621285572381,L2L,No,Late,NA
H35,1,L2L 4th/5th,5,NA,130,2,2,NA,7,Forced Choice,FCT-02,1,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,ver,1611795,Irregular,Romanian,Yes,Yes,Yes,0.08546712332084612,L2L,4th/5th grade,4,0.5,0.9510218535008612,L2L,No,Late,NA
H35,1,L2L 4th/5th,5,NA,130,2,2,NA,7,Forced Choice,FCT-06,1,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,hacer,2726954,Irregular,Romanian,Yes,Yes,Yes,0.08546712332084612,L2L,4th/5th grade,4,0.5,2.2603346453747495,L2L,No,Late,NA
H35,1,L2L 4th/5th,5,NA,130,2,2,NA,7,Forced Choice,FCT-10,1,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,comer,213756,Regular,Romanian,Yes,Yes,Yes,0.08546712332084612,L2L,4th/5th grade,4,0.5,-0.6904215157752501,L2L,No,Late,NA
H35,1,L2L 4th/5th,5,NA,130,2,2,NA,7,Forced Choice,FCT-14,0,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,ir,603647,Irregular,Romanian,Yes,Yes,Yes,0.08546712332084612,L2L,4th/5th grade,4,0.5,-0.23264888089851757,L2L,No,Late,NA
H35,1,L2L 4th/5th,5,NA,130,2,2,NA,7,Forced Choice,FCT-18,1,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,abrir,143932,Regular,Romanian,Yes,Yes,Yes,0.08546712332084612,L2L,4th/5th grade,4,0.5,-0.772402162821817,L2L,No,Late,NA
H35,1,L2L 4th/5th,5,NA,130,2,2,NA,7,Forced Choice,FCT-22,1,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,poner,514285,Irregular,Romanian,Yes,Yes,Yes,0.08546712332084612,L2L,4th/5th grade,4,0.5,-0.3375691745135397,L2L,No,Late,NA
H35,1,L2L 4th/5th,5,NA,130,2,2,NA,7,Forced Choice,FCT-26,0,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,escribir,265684,Regular,Romanian,Yes,Yes,Yes,0.08546712332084612,L2L,4th/5th grade,4,0.5,-0.6294526363092482,L2L,No,Late,NA
H35,1,L2L 4th/5th,5,NA,130,2,2,NA,7,Forced Choice,FCT-28,1,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,salir,334324,Irregular,Romanian,Yes,Yes,Yes,0.08546712332084612,L2L,4th/5th grade,4,0.5,-0.5488621285572381,L2L,No,Late,NA
H41,1,L2L 4th/5th,5,NA,139,2,1,NA,7,Forced Choice,FCT-02,0,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,ver,1611795,Irregular,L2 learner,L2,L2,L2,0.08546712332084612,L2L,4th/5th grade,3,0.6666666666666666,0.9510218535008612,L2L,No,Late,NA
H41,1,L2L 4th/5th,5,NA,139,2,1,NA,7,Forced Choice,FCT-06,0,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,hacer,2726954,Irregular,L2 learner,L2,L2,L2,0.08546712332084612,L2L,4th/5th grade,3,0.6666666666666666,2.2603346453747495,L2L,No,Late,NA
H41,1,L2L 4th/5th,5,NA,139,2,1,NA,7,Forced Choice,FCT-10,1,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,comer,213756,Regular,L2 learner,L2,L2,L2,0.08546712332084612,L2L,4th/5th grade,3,0.6666666666666666,-0.6904215157752501,L2L,No,Late,NA
H41,1,L2L 4th/5th,5,NA,139,2,1,NA,7,Forced Choice,FCT-14,0,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,ir,603647,Irregular,L2 learner,L2,L2,L2,0.08546712332084612,L2L,4th/5th grade,3,0.6666666666666666,-0.23264888089851757,L2L,No,Late,NA
H41,1,L2L 4th/5th,5,NA,139,2,1,NA,7,Forced Choice,FCT-18,0,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,abrir,143932,Regular,L2 learner,L2,L2,L2,0.08546712332084612,L2L,4th/5th grade,3,0.6666666666666666,-0.772402162821817,L2L,No,Late,NA
H41,1,L2L 4th/5th,5,NA,139,2,1,NA,7,Forced Choice,FCT-22,0,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,poner,514285,Irregular,L2 learner,L2,L2,L2,0.08546712332084612,L2L,4th/5th grade,3,0.6666666666666666,-0.3375691745135397,L2L,No,Late,NA
H41,1,L2L 4th/5th,5,NA,139,2,1,NA,7,Forced Choice,FCT-26,0,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,escribir,265684,Regular,L2 learner,L2,L2,L2,0.08546712332084612,L2L,4th/5th grade,3,0.6666666666666666,-0.6294526363092482,L2L,No,Late,NA
H41,1,L2L 4th/5th,5,NA,139,2,1,NA,7,Forced Choice,FCT-28,0,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,salir,334324,Irregular,L2 learner,L2,L2,L2,0.08546712332084612,L2L,4th/5th grade,3,0.6666666666666666,-0.5488621285572381,L2L,No,Late,NA
H42,1,L2L 4th/5th,5,NA,132,2,5,NA,3,Forced Choice,FCT-02,1,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,ver,1611795,Irregular,Mandarin,Yes,No,No,-2.3076123296628386,L2L,4th/5th grade,7,0.2857142857142857,0.9510218535008612,L2L,No,Late,NA
H42,1,L2L 4th/5th,5,NA,132,2,5,NA,3,Forced Choice,FCT-06,1,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,hacer,2726954,Irregular,Mandarin,Yes,No,No,-2.3076123296628386,L2L,4th/5th grade,7,0.2857142857142857,2.2603346453747495,L2L,No,Late,NA
H42,1,L2L 4th/5th,5,NA,132,2,5,NA,3,Forced Choice,FCT-10,0,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,comer,213756,Regular,Mandarin,Yes,No,No,-2.3076123296628386,L2L,4th/5th grade,7,0.2857142857142857,-0.6904215157752501,L2L,No,Late,NA
H42,1,L2L 4th/5th,5,NA,132,2,5,NA,3,Forced Choice,FCT-14,0,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,ir,603647,Irregular,Mandarin,Yes,No,No,-2.3076123296628386,L2L,4th/5th grade,7,0.2857142857142857,-0.23264888089851757,L2L,No,Late,NA
H42,1,L2L 4th/5th,5,NA,132,2,5,NA,3,Forced Choice,FCT-18,1,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,abrir,143932,Regular,Mandarin,Yes,No,No,-2.3076123296628386,L2L,4th/5th grade,7,0.2857142857142857,-0.772402162821817,L2L,No,Late,NA
H42,1,L2L 4th/5th,5,NA,132,2,5,NA,3,Forced Choice,FCT-22,0,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,poner,514285,Irregular,Mandarin,Yes,No,No,-2.3076123296628386,L2L,4th/5th grade,7,0.2857142857142857,-0.3375691745135397,L2L,No,Late,NA
H42,1,L2L 4th/5th,5,NA,132,2,5,NA,3,Forced Choice,FCT-26,1,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,escribir,265684,Regular,Mandarin,Yes,No,No,-2.3076123296628386,L2L,4th/5th grade,7,0.2857142857142857,-0.6294526363092482,L2L,No,Late,NA
H42,1,L2L 4th/5th,5,NA,132,2,5,NA,3,Forced Choice,FCT-28,1,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,salir,334324,Irregular,Mandarin,Yes,No,No,-2.3076123296628386,L2L,4th/5th grade,7,0.2857142857142857,-0.5488621285572381,L2L,No,Late,NA
H43,1,L2L 4th/5th,5,NA,136,3,4,NA,8,Forced Choice,FCT-02,0,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,ver,1611795,Irregular,L2 learner,L2,L2,L2,0.6837369865667673,L2L,4th/5th grade,7,0.42857142857142855,0.9510218535008612,L2L,No,Late,NA
H43,1,L2L 4th/5th,5,NA,136,3,4,NA,8,Forced Choice,FCT-06,0,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,hacer,2726954,Irregular,L2 learner,L2,L2,L2,0.6837369865667673,L2L,4th/5th grade,7,0.42857142857142855,2.2603346453747495,L2L,No,Late,NA
H43,1,L2L 4th/5th,5,NA,136,3,4,NA,8,Forced Choice,FCT-10,0,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,comer,213756,Regular,L2 learner,L2,L2,L2,0.6837369865667673,L2L,4th/5th grade,7,0.42857142857142855,-0.6904215157752501,L2L,No,Late,NA
H43,1,L2L 4th/5th,5,NA,136,3,4,NA,8,Forced Choice,FCT-14,1,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,ir,603647,Irregular,L2 learner,L2,L2,L2,0.6837369865667673,L2L,4th/5th grade,7,0.42857142857142855,-0.23264888089851757,L2L,No,Late,NA
H43,1,L2L 4th/5th,5,NA,136,3,4,NA,8,Forced Choice,FCT-18,1,NA,NA,NA,NA,NA,NA,NA,Subjunctive,NA,NA,abrir,143932,Regular,L2 learner,L2,L2,L2,0.6837369865667673,L2L,4th/5th grade,7,0.42857142857142855,-0.772402162821817,L2L,No,Late,NA
